Test Name	Language	Components	Gold File	Prediction File	Uploaded Gold File	Uploaded Prediction File	Experiment URI	BertScore F1	BLEU	BLEU NLTK	METEOR	chrF++	TER	Error Count	Timestamp	GERBIL version
QALD9PlusTest-MT	de	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mag_el-mbart_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	e3dc7fce845649b7904f926a70f03b54QALD9Plus-MT_de-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140445	0.9564393191	44.51	0.45	0.41	0.7	0.39	0	2022-10-14 07:44:11	1.2.7
QALD9PlusTest-MT	de	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-libre_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	60e19056bc774888a95bec8936f2dda1QALD9Plus-MT_de-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140446	0.9568915057	43.81	0.43	0.4	0.69	0.4	0	2022-10-14 07:44:27	1.2.7
QALD9PlusTest-MT	de	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-opus_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	ab594720bd0a4ca0b1bcb5119fff3cb1QALD9Plus-MT_de-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140447	0.9622260527	45.64	0.46	0.42	0.71	0.37	0	2022-10-14 07:44:43	1.2.7
QALD9PlusTest-MT	de	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-nllb_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	7605de030b324d9090bd8239b2bb02b6QALD9Plus-MT_de-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140448	0.9593062437	47.91	0.49	0.43	0.71	0.35	0	2022-10-14 07:44:59	1.2.7
QALD9PlusTest-MT	de	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-mbart_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	1053e7d9e24443f39de9c6535757c8e6QALD9Plus-MT_de-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140449	0.9564393191	44.51	0.45	0.41	0.7	0.39	0	2022-10-14 07:45:14	1.2.7
QALD9PlusTest-MT	de	['flair_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-libre_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	c545a0bf3b1f44f9a4b8a8dde7662c0eQALD9Plus-MT_de-flair_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140450	0.9568915057	43.81	0.43	0.4	0.69	0.4	0	2022-10-14 07:45:30	1.2.7
QALD9PlusTest-MT	de	['flair_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-opus_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	b7215e9859a748c5a3f227f40e8bc461QALD9Plus-MT_de-flair_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140451	0.9622260527	45.64	0.46	0.42	0.71	0.37	0	2022-10-14 07:45:46	1.2.7
QALD9PlusTest-MT	de	['flair_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-nllb_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	e3b7563666804eada886d32629e2215dQALD9Plus-MT_de-flair_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140452	0.9659729103	48.49	0.49	0.43	0.72	0.34	0	2022-10-14 07:46:02	1.2.7
QALD9PlusTest-MT	de	['flair_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	6e2803ecc2aa4866b276722c09de73a5QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140453	0.9564393191	44.51	0.45	0.41	0.7	0.39	0	2022-10-14 07:46:17	1.2.7
QALD9PlusTest-MT	de	['flair_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-libre_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	e1606e4435ee4bb4aabc3bf60441e923QALD9Plus-MT_de-flair_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140454	0.9568915057	43.81	0.43	0.4	0.69	0.4	0	2022-10-14 07:46:34	1.2.7
QALD9PlusTest-MT	de	['flair_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-opus_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	ee29b667a96049738d37cce4e338f31cQALD9Plus-MT_de-flair_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140455	0.9622260527	45.64	0.46	0.42	0.71	0.37	0	2022-10-14 07:46:49	1.2.7
QALD9PlusTest-MT	de	['flair_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	568be72e986e41519e40e797c28c313cQALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140456	0.9659729103	48.49	0.49	0.43	0.72	0.34	0	2022-10-14 07:47:05	1.2.7
QALD9PlusTest-MT	de	['flair_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	d9f671917d0f4920b540e56ce3ec16c3QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140457	0.9564393191	44.51	0.45	0.41	0.7	0.39	0	2022-10-14 07:47:21	1.2.7
QALD9PlusTest-MT	de	['davlan_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-libre_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	f53d76806dd340f2b522e5131b296bd9QALD9Plus-MT_de-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140458	0.9568915057	43.81	0.43	0.4	0.69	0.4	0	2022-10-14 07:47:37	1.2.7
QALD9PlusTest-MT	de	['davlan_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-opus_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	f583c12e743c4b43ba4d96f92ef4c2ceQALD9Plus-MT_de-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140459	0.9622260527	45.64	0.46	0.42	0.71	0.37	0	2022-10-14 07:47:52	1.2.7
QALD9PlusTest-MT	de	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-nllb_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	cbc3869731db483888b8d628bacc7ac8QALD9Plus-MT_de-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140460	0.9659729103	48.49	0.49	0.43	0.72	0.34	0	2022-10-14 07:48:08	1.2.7
QALD9PlusTest-MT	de	['davlan_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-mbart_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	bb667c790a474e4381d49ab49e3fe9b0QALD9Plus-MT_de-davlan_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140461	0.9564393191	44.51	0.45	0.41	0.7	0.39	0	2022-10-14 07:48:24	1.2.7
QALD9PlusTest-MT	de	['davlan_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	86afcf6fc91a48008772c3b995599a38QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140462	0.9568915057	43.81	0.43	0.4	0.69	0.4	0	2022-10-14 07:48:40	1.2.7
QALD9PlusTest-MT	de	['davlan_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-opus_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	f1a1cde600fe476fac550290fcb6f1b8QALD9Plus-MT_de-davlan_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140463	0.9622260527	45.64	0.46	0.42	0.71	0.37	0	2022-10-14 07:48:56	1.2.7
QALD9PlusTest-MT	de	['davlan_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-nllb_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	f397403293014566a2525256abf6561bQALD9Plus-MT_de-davlan_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140464	0.9659729103	48.49	0.49	0.43	0.72	0.34	0	2022-10-14 07:49:12	1.2.7
QALD9PlusTest-MT	de	['davlan_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-mbart_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	137d9426399d4d4c89ee29719cb17494QALD9Plus-MT_de-davlan_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140465	0.9564393191	44.51	0.45	0.41	0.7	0.39	0	2022-10-14 07:49:28	1.2.7
QALD9PlusTest-MT	de	['spacy_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-libre_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	d21e56ec07324b3bb5013f9039a795b0QALD9Plus-MT_de-spacy_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140466	0.9568915057	43.81	0.43	0.4	0.69	0.4	0	2022-10-14 07:49:44	1.2.7
QALD9PlusTest-MT	de	['spacy_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	cca6485408814ecd8a3d7d573bbad83bQALD9Plus-MT_de-spacy_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140467	0.9428793291	45.23	0.45	0.41	0.7	0.38	0	2022-10-14 07:49:59	1.2.7
QALD9PlusTest-MT	de	['spacy_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-nllb_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	abb1ee6733ce4b7a8617470d7192f303QALD9Plus-MT_de-spacy_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140468	0.9595264804	48.36	0.49	0.43	0.71	0.35	0	2022-10-14 07:50:15	1.2.7
QALD9PlusTest-MT	de	['spacy_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-mbart_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	4b7b17cc03364c23b50bbc5f4b89fa65QALD9Plus-MT_de-spacy_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140469	0.9439475771	44.29	0.45	0.4	0.7	0.39	0	2022-10-14 07:50:31	1.2.7
QALD9PlusTest-MT	de	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-libre_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	092ea97515f74557b66090fbd2d17929QALD9Plus-MT_de-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140470	0.9568915057	43.81	0.43	0.4	0.69	0.4	0	2022-10-14 07:50:47	1.2.7
QALD9PlusTest-MT	de	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-opus_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	d45315271b6e4e88bab111034b3ad0d4QALD9Plus-MT_de-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140471	0.9622260527	45.64	0.46	0.42	0.71	0.37	0	2022-10-14 07:51:03	1.2.7
QALD9PlusTest-MT	de	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	5417df9a8a9a472fa9f743af8c8335f7QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140472	0.9659729103	48.49	0.49	0.43	0.72	0.34	0	2022-10-14 07:51:19	1.2.7
QALD9PlusTest-MT	de	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-mbart_mt	521be14e2cce4ff0a01aee2ecb45e1e4QALD9Plus-MT_de-en_gold_file.txt	46aa758fa10a415bba82c281a8709ce0QALD9Plus-MT_de-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140473	0.9564393191	44.51	0.45	0.41	0.7	0.39	0	2022-10-14 07:51:34	1.2.7
QALD9PlusTest-MT	ru	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-libre_mt	4c8c5e7ebb3f49509587d118e9268dd0QALD9Plus-MT_ru-en_gold_file.txt	8de0e3d08d4c4ccbb7a920798c9116a9QALD9Plus-MT_ru-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140474	0.9353130412	20.84	0.21	0.32	0.55	0.58	0	2022-10-14 07:51:50	1.2.7
QALD9PlusTest-MT	ru	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt	4c8c5e7ebb3f49509587d118e9268dd0QALD9Plus-MT_ru-en_gold_file.txt	48715b928d574ee0a87514b0f1f224d6QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140475	0.9519169199	30	0.29	0.35	0.6	0.48	0	2022-10-14 07:52:06	1.2.7
QALD9PlusTest-MT	ru	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-nllb_mt	4c8c5e7ebb3f49509587d118e9268dd0QALD9Plus-MT_ru-en_gold_file.txt	2bc6b9b332be414c949c57658f0e2edeQALD9Plus-MT_ru-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140476	0.9596114397	36.59	0.37	0.38	0.64	0.43	0	2022-10-14 07:52:22	1.2.7
QALD9PlusTest-MT	ru	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-mbart_mt	4c8c5e7ebb3f49509587d118e9268dd0QALD9Plus-MT_ru-en_gold_file.txt	9f837ceac9d346f29a84181f57a6e454QALD9Plus-MT_ru-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140477	0.9482671265	30.61	0.31	0.35	0.61	0.52	0	2022-10-14 07:52:38	1.2.7
QALD9PlusTest-MT	ru	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-libre_mt	4c8c5e7ebb3f49509587d118e9268dd0QALD9Plus-MT_ru-en_gold_file.txt	ec8fd5e2bab443f1b4c79c66fb9e0a3cQALD9Plus-MT_ru-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140478	0.9353130412	20.84	0.21	0.32	0.55	0.58	0	2022-10-14 07:52:54	1.2.7
QALD9PlusTest-MT	ru	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-opus_mt	4c8c5e7ebb3f49509587d118e9268dd0QALD9Plus-MT_ru-en_gold_file.txt	a092bc34d56f491680c59c04b43fb576QALD9Plus-MT_ru-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140479	0.9519169199	30	0.29	0.35	0.6	0.48	0	2022-10-14 07:53:10	1.2.7
QALD9PlusTest-MT	ru	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-nllb_mt	4c8c5e7ebb3f49509587d118e9268dd0QALD9Plus-MT_ru-en_gold_file.txt	d39d242ab07848c0bd04f1b36636a7e7QALD9Plus-MT_ru-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140480	0.9596114397	36.59	0.37	0.38	0.64	0.43	0	2022-10-14 07:53:26	1.2.7
QALD9PlusTest-MT	ru	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-mbart_mt	4c8c5e7ebb3f49509587d118e9268dd0QALD9Plus-MT_ru-en_gold_file.txt	13d2bf2ae7cd402b874317fe605452c2QALD9Plus-MT_ru-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140481	0.9482671265	30.61	0.31	0.35	0.61	0.52	0	2022-10-14 07:53:41	1.2.7
QALD9PlusTest-MT	fr	['babelscape_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-libre_mt	76297a0a22a64caa9dafd7fec5ba4000QALD9Plus-MT_fr-en_gold_file.txt	1bdecf06a7a947669083b483b7c8d235QALD9Plus-MT_fr-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140482	0.9604921079	42.34	0.44	0.41	0.7	0.4	0	2022-10-14 07:53:57	1.2.7
QALD9PlusTest-MT	fr	['babelscape_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-opus_mt	76297a0a22a64caa9dafd7fec5ba4000QALD9Plus-MT_fr-en_gold_file.txt	111147d031ca4bdc8823518284aac9a5QALD9Plus-MT_fr-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140483	0.9601733589	35.89	0.37	0.4	0.67	0.43	0	2022-10-14 07:54:08	1.2.7
QALD9PlusTest-MT	fr	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-nllb_mt	76297a0a22a64caa9dafd7fec5ba4000QALD9Plus-MT_fr-en_gold_file.txt	d2b084fa2fab4a7b8d972871435a9857QALD9Plus-MT_fr-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140484	0.968424015	44.89	0.46	0.43	0.72	0.36	0	2022-10-14 07:54:20	1.2.7
QALD9PlusTest-MT	fr	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-mbart_mt	76297a0a22a64caa9dafd7fec5ba4000QALD9Plus-MT_fr-en_gold_file.txt	86a9cd1e17b443a7a6136e933efe79bdQALD9Plus-MT_fr-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140485	0.9547221327	40.64	0.4	0.39	0.66	0.44	0	2022-10-14 07:54:31	1.2.7
QALD9PlusTest-MT	fr	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mgenre_el-libre_mt	76297a0a22a64caa9dafd7fec5ba4000QALD9Plus-MT_fr-en_gold_file.txt	eea9422c422b445faf67ab419e118961QALD9Plus-MT_fr-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140486	0.9604921079	42.34	0.44	0.41	0.7	0.4	0	2022-10-14 07:54:42	1.2.7
